,longitude,latitude,median_house_value,population
2388,-119.57,37.02,111800.0,2140.0
16817,-122.46,37.64,353700.0,1617.0
20207,-119.23,34.27,229300.0,1650.0
5225,-118.25,33.93,87500.0,1068.0
8510,-118.31,33.88,237500.0,686.0
18729,-122.36,40.55,113300.0,1428.0
13460,-117.39,34.1,112500.0,572.0
9049,-118.09,34.7,138500.0,1543.0
14441,-117.25,32.81,307400.0,1020.0
7582,-118.24,33.89,100900.0,1166.0
20554,-121.78,38.68,97800.0,1659.0
3386,-118.3,34.25,176700.0,688.0
9862,-121.85,36.6,218000.0,1264.0
18230,-122.09,37.4,290600.0,412.0
7781,-118.06,33.91,157700.0,4516.0
10388,-117.64,33.59,348000.0,1312.0
16291,-121.24,37.97,67200.0,517.0
6687,-118.07,34.14,260400.0,1668.0
1052,-120.8,38.31,123600.0,533.0
3208,-119.63,36.33,67500.0,1633.0
13027,-121.22,38.67,130700.0,700.0
18774,-122.31,40.47,66000.0,1326.0
1433,-122.03,37.99,166600.0,882.0
15458,-117.26,33.18,225600.0,2235.0
5735,-118.23,34.15,257100.0,1332.0
10727,-117.81,33.64,500001.0,811.0
7571,-118.21,33.89,113900.0,1389.0
12047,-117.53,33.88,91000.0,2453.0
12944,-121.26,38.64,217400.0,415.0
13775,-117.1,34.03,96000.0,2127.0
1027,-120.55,38.46,129200.0,435.0
11414,-117.98,33.69,350200.0,1774.0
10726,-117.81,33.64,442100.0,868.0
15603,-116.77,32.82,222900.0,1969.0
19551,-120.98,37.62,81300.0,3010.0
10927,-117.89,33.74,160600.0,2083.0
9016,-118.76,34.13,500001.0,2030.0
3488,-118.57,34.29,341200.0,2907.0
20364,-118.93,34.18,287900.0,1248.0
18163,-122.05,37.37,344700.0,1537.0
11237,-117.96,33.81,180000.0,1409.0
10406,-117.59,33.66,167800.0,563.0
12378,-116.46,33.78,55000.0,604.0
2885,-118.98,35.38,50800.0,795.0
11355,-117.93,33.74,142600.0,677.0
17691,-121.83,37.3,235800.0,825.0
18865,-122.22,38.11,112700.0,968.0
8116,-118.2,33.8,210200.0,1300.0
9760,-121.48,36.49,210700.0,738.0
12604,-121.47,38.53,65400.0,506.0
8246,-118.19,33.78,162500.0,694.0
6357,-117.97,34.14,150300.0,1839.0
5350,-118.4,34.05,500001.0,1518.0
313,-122.19,37.77,101400.0,1132.0
4024,-118.52,34.18,221800.0,879.0
18485,-121.57,37.0,260300.0,4168.0
11058,-117.86,33.78,178800.0,1952.0
3699,-118.37,34.2,170400.0,1378.0
3473,-118.49,34.28,319400.0,1071.0
9771,-121.4,36.38,190600.0,1449.0
15336,-117.3,33.22,184100.0,6666.0
3910,-118.53,34.2,191100.0,1998.0
5106,-118.31,33.95,149600.0,1305.0
17152,-122.2,37.43,500001.0,1337.0
7040,-118.09,33.94,183400.0,1576.0
15543,-117.07,33.07,444100.0,1045.0
16856,-122.41,37.62,242700.0,1807.0
11967,-117.4,34.0,76200.0,1013.0
1730,-122.35,37.98,132900.0,2237.0
5727,-118.22,34.19,409800.0,1115.0
13047,-121.28,38.55,112500.0,4885.0
18318,-122.11,37.44,376600.0,1023.0
16256,-121.26,37.97,50500.0,891.0
4069,-118.48,34.16,500001.0,1427.0
812,-122.03,37.62,209500.0,632.0
18808,-121.67,40.87,77800.0,776.0
20212,-119.22,34.28,299700.0,899.0
9192,-118.29,34.36,375000.0,275.0
14744,-117.06,32.57,156500.0,1609.0
17617,-121.94,37.28,240000.0,1968.0
19770,-122.12,39.91,77200.0,2028.0
20014,-118.92,36.04,98500.0,521.0
15621,-122.41,37.8,500001.0,1335.0
16579,-121.43,37.74,110400.0,427.0
2485,-120.37,36.13,86400.0,1335.0
4293,-118.3,34.09,230400.0,3155.0
6355,-117.96,34.14,163900.0,993.0
18288,-122.11,37.38,500001.0,1296.0
3353,-121.03,40.35,49500.0,1977.0
9125,-118.07,34.58,107400.0,1929.0
9790,-121.84,36.25,362500.0,590.0
7159,-118.16,34.04,145000.0,1535.0
17898,-121.93,37.34,218500.0,946.0
6427,-117.99,34.12,130100.0,1504.0
7911,-118.07,33.89,146000.0,1679.0
20556,-121.79,38.67,152500.0,1876.0
16957,-122.31,37.52,457200.0,659.0
1297,-121.82,37.98,165200.0,1969.0
5426,-118.42,34.02,394700.0,1248.0
14784,-117.09,32.55,144400.0,4797.0
12705,-121.39,38.61,136600.0,1225.0
19030,-122.02,38.38,216400.0,371.0
16510,-121.16,37.73,139000.0,3006.0
19676,-121.63,39.16,103800.0,1065.0
8765,-118.38,33.81,488500.0,802.0
15501,-117.26,33.09,227100.0,1335.0
10381,-117.63,33.63,238000.0,985.0
3393,-118.31,34.27,215600.0,759.0
127,-122.21,37.84,292300.0,1358.0
14864,-117.09,32.64,145900.0,1240.0
12204,-117.16,33.57,187300.0,7132.0
11827,-121.02,39.01,185400.0,2066.0
5742,-118.25,34.16,280000.0,2690.0
7471,-118.21,33.94,141100.0,1134.0
718,-122.09,37.68,190900.0,569.0
13473,-117.37,34.07,262500.0,60.0
9415,-122.49,37.86,442000.0,809.0
20403,-118.88,34.22,274800.0,1565.0
13539,-117.3,34.15,85500.0,509.0
856,-122.01,37.58,231800.0,2629.0
20494,-118.71,34.29,302000.0,1203.0
3950,-118.62,34.2,235800.0,1486.0
2516,-122.25,39.79,72200.0,1104.0
17753,-121.82,37.35,182400.0,2409.0
15618,-122.42,37.8,500001.0,1848.0
1087,-121.83,39.72,78700.0,974.0
3843,-118.45,34.19,181300.0,2466.0
5934,-117.84,34.13,198000.0,2103.0
8425,-118.34,33.92,199600.0,965.0
9226,-120.04,36.93,63300.0,2074.0
2393,-118.94,37.13,94000.0,1006.0
20290,-119.19,34.17,186800.0,1511.0
14181,-117.05,32.72,117000.0,1158.0
1328,-121.87,38.02,117800.0,2229.0
13771,-117.03,34.02,121000.0,1884.0
5391,-118.39,34.03,230900.0,1237.0
15809,-122.43,37.76,427300.0,1575.0
12310,-116.87,33.57,128100.0,446.0
10678,-117.77,33.53,384700.0,462.0
16739,-122.43,37.71,290400.0,2249.0
14095,-117.1,32.75,91300.0,1905.0
9224,-120.06,36.95,61900.0,454.0
20334,-119.01,34.23,232200.0,2760.0
12872,-121.35,38.7,129600.0,7608.0
13443,-117.42,34.08,127500.0,2657.0
10890,-117.86,33.73,150500.0,1369.0
14615,-117.16,32.8,187500.0,1308.0
11497,-118.07,33.67,437900.0,2429.0
9060,-118.14,34.68,126500.0,775.0
9398,-122.55,37.9,453400.0,503.0
980,-121.87,37.67,229400.0,853.0
17032,-122.27,37.51,364900.0,1744.0
19173,-122.68,38.43,191900.0,1150.0
5217,-118.23,33.95,87500.0,2865.0
3018,-119.45,35.07,30000.0,500.0
10786,-117.91,33.63,335700.0,1081.0
19076,-122.49,38.29,242100.0,672.0
3635,-118.43,34.23,173700.0,1061.0
19897,-119.22,36.31,54100.0,2022.0
16627,-120.84,35.33,207800.0,1520.0
2712,-115.64,32.75,112500.0,198.0
6187,-117.91,34.1,166700.0,1779.0
16979,-122.3,37.56,271800.0,1267.0
14751,-117.06,32.57,141100.0,1776.0
6920,-118.05,34.02,375000.0,25.0
3669,-118.39,34.23,161600.0,1184.0
11686,-117.99,33.88,159400.0,1261.0
16558,-121.28,37.83,86300.0,443.0
18510,-121.99,36.98,256300.0,669.0
3887,-118.53,34.21,213200.0,1855.0
11119,-117.85,33.85,254100.0,2427.0
12113,-117.24,33.95,132600.0,3710.0
15330,-117.32,33.23,169300.0,982.0
15840,-122.43,37.75,347700.0,1191.0
6143,-117.98,34.1,159700.0,5389.0
9250,-120.1,36.96,90900.0,910.0
8066,-118.17,33.83,290500.0,531.0
6077,-117.85,34.1,189900.0,2315.0
4106,-118.36,34.13,495600.0,2216.0
133,-122.21,37.83,333300.0,1627.0
1006,-121.75,37.69,183800.0,1422.0
6164,-117.95,34.08,189000.0,672.0
12495,-121.48,38.58,157500.0,1081.0
3184,-119.78,36.3,66600.0,1255.0
13938,-117.26,34.24,132400.0,1220.0
4202,-118.23,34.11,156000.0,2496.0
5337,-118.46,34.04,348100.0,1632.0
9839,-121.92,36.61,226400.0,831.0
2796,-118.05,36.64,74200.0,896.0
10545,-117.75,33.71,158300.0,878.0
18269,-122.07,37.36,500001.0,1686.0
7870,-118.13,33.89,165500.0,1723.0
17981,-121.95,37.31,329500.0,1278.0
14090,-117.1,32.76,139600.0,934.0
14914,-117.04,32.6,152900.0,3002.0
8309,-118.11,33.77,367300.0,3333.0
2533,-122.04,39.72,70000.0,1443.0
5203,-118.28,33.93,97400.0,1503.0
19691,-121.62,39.12,65900.0,1431.0
2937,-118.99,35.36,49300.0,1168.0
6293,-117.89,34.01,154100.0,3881.0
8453,-118.35,33.91,272800.0,1337.0
5853,-118.32,34.17,247100.0,1284.0
451,-122.27,37.87,268800.0,862.0
6896,-118.12,34.05,247600.0,2416.0
8810,-118.31,33.77,416800.0,2757.0
12928,-121.3,38.65,121600.0,846.0
7365,-118.2,33.96,171700.0,2959.0
20414,-118.85,34.18,173800.0,3089.0
11545,-118.04,33.75,235600.0,1291.0
6682,-118.09,34.15,260100.0,688.0
4375,-118.28,34.1,200000.0,633.0
7724,-118.11,33.94,296600.0,909.0
18498,-121.51,37.02,374600.0,1142.0
1815,-122.31,37.91,177800.0,1992.0
5948,-117.87,34.15,269500.0,1056.0
2483,-120.36,36.14,62000.0,622.0
3375,-118.28,34.25,197600.0,1166.0
16252,-121.27,37.96,52700.0,749.0
11266,-117.98,33.8,191400.0,1503.0
16080,-122.49,37.74,317700.0,1188.0
7639,-118.29,33.8,329400.0,4185.0
5547,-118.4,33.96,330700.0,1028.0
3455,-118.41,34.3,187400.0,2205.0
6385,-118.06,34.16,286500.0,816.0
12389,-116.43,33.75,500001.0,473.0
1288,-121.78,38.01,133900.0,1216.0
3886,-118.53,34.22,199800.0,2630.0
2781,-114.63,32.76,45000.0,949.0
18115,-122.02,37.3,354600.0,924.0
5511,-118.42,33.99,263800.0,1079.0
6433,-118.01,34.12,278400.0,922.0
8108,-118.19,33.8,160400.0,1535.0
10101,-117.97,33.92,241300.0,1296.0
1981,-120.84,38.63,208300.0,731.0
17643,-121.9,37.27,263600.0,1996.0
15135,-116.92,32.85,145000.0,767.0
19317,-123.04,38.49,132500.0,1387.0
4160,-118.18,34.11,183800.0,753.0
2177,-119.85,36.75,81100.0,608.0
3634,-118.43,34.23,176500.0,720.0
5770,-118.27,34.16,255500.0,787.0
7883,-118.13,33.88,166100.0,1131.0
12964,-121.31,38.71,102000.0,2071.0
13541,-117.31,34.14,86100.0,972.0
18735,-122.4,40.51,100600.0,834.0
15754,-122.45,37.77,500000.0,1100.0
8087,-118.2,33.81,209900.0,1219.0
16180,-121.28,37.95,52500.0,1448.0
5836,-118.34,34.2,262900.0,1516.0
2238,-119.82,36.84,158800.0,1077.0
5954,-117.86,34.13,209500.0,607.0
4269,-118.31,34.1,350000.0,918.0
3508,-118.46,34.26,217100.0,761.0
9577,-120.55,37.32,141400.0,590.0
12398,-116.31,33.67,93400.0,1152.0
484,-122.27,37.86,198200.0,1127.0
10957,-117.88,33.75,187200.0,5477.0
15888,-122.39,37.74,185300.0,924.0
6399,-118.04,34.13,500001.0,268.0
20140,-119.04,34.34,281300.0,334.0
7524,-118.24,33.91,103600.0,1286.0
9276,-122.59,38.12,287900.0,3445.0
5764,-118.29,34.17,208300.0,1882.0
1719,-122.33,37.98,175000.0,1024.0
19323,-122.97,38.5,132700.0,1112.0
6210,-117.9,34.07,172000.0,1056.0
11038,-117.8,33.83,500001.0,1180.0
2751,-115.49,32.69,64000.0,1691.0
447,-122.28,37.88,227900.0,811.0
19986,-119.32,36.21,63100.0,1424.0
14261,-117.12,32.7,84100.0,763.0
9961,-122.26,38.33,339200.0,780.0
9229,-120.16,36.96,156300.0,393.0
14374,-117.25,32.73,383600.0,633.0
12072,-117.55,33.87,137100.0,4976.0
3222,-119.66,36.32,56800.0,1532.0
16246,-121.27,37.98,70000.0,1322.0
16426,-121.42,38.22,96300.0,868.0
16196,-121.31,37.96,92600.0,694.0
11610,-118.05,33.78,359100.0,937.0
7775,-118.09,33.9,158700.0,862.0
8654,-118.4,33.86,500001.0,938.0
9786,-121.0,35.94,114600.0,1479.0
10311,-117.77,33.88,410200.0,2070.0
17972,-121.95,37.32,281900.0,431.0
18700,-122.34,40.58,101700.0,2223.0
180,-122.24,37.8,169300.0,1487.0
8279,-118.15,33.78,207800.0,1600.0
9390,-122.53,37.9,327200.0,1232.0
8778,-118.31,33.8,277900.0,2420.0
13974,-116.76,34.29,111400.0,1064.0
251,-122.21,37.76,80600.0,1085.0
10548,-117.77,33.7,207500.0,1486.0
1512,-122.03,37.91,275300.0,2310.0
17516,-121.93,37.33,421000.0,846.0
19748,-122.23,40.2,128800.0,322.0
9831,-121.93,36.63,313900.0,1582.0
2864,-118.91,35.37,67600.0,2590.0
9543,-120.73,37.38,64400.0,827.0
8407,-118.34,33.93,153900.0,1824.0
12885,-121.35,38.66,130700.0,1694.0
3752,-118.38,34.17,238500.0,739.0
17134,-122.15,37.46,379600.0,794.0
10984,-117.82,33.75,146500.0,342.0
8058,-118.19,33.85,150300.0,773.0
10690,-117.71,33.61,80300.0,891.0
13035,-121.17,38.71,293300.0,1040.0
1527,-122.08,37.9,288000.0,1691.0
1337,-121.87,38.0,144100.0,1475.0
13302,-117.62,34.07,127000.0,2884.0
688,-122.12,37.71,152100.0,632.0
10007,-121.22,39.11,156800.0,660.0
12269,-117.04,34.0,104900.0,1594.0
5250,-118.45,34.1,500001.0,2092.0
14777,-117.07,32.58,134400.0,899.0
17158,-122.21,37.42,500001.0,191.0
10581,-117.82,33.72,272800.0,1383.0
13829,-117.26,34.53,151600.0,1283.0
8739,-118.31,33.81,362600.0,1679.0
7621,-118.25,33.87,169200.0,3704.0
14612,-117.18,32.79,140400.0,2961.0
20058,-119.27,35.88,43700.0,1282.0
19026,-122.0,38.35,136000.0,208.0
20463,-118.75,34.27,264400.0,1629.0
15014,-117.04,32.76,152200.0,1285.0
4285,-118.32,34.1,137500.0,2197.0
6868,-118.11,34.06,214700.0,1148.0
20453,-118.78,34.27,170900.0,1798.0
18421,-121.81,37.26,236200.0,1465.0
16108,-122.5,37.74,297800.0,1266.0
9234,-119.94,37.04,88500.0,766.0
14796,-117.1,32.58,127600.0,1889.0
12850,-121.37,38.69,80200.0,590.0
15841,-122.42,37.75,306000.0,1122.0
4230,-118.29,34.11,436400.0,681.0
10590,-117.78,33.69,238900.0,2529.0
10289,-117.83,33.88,231700.0,1048.0
7175,-118.19,34.05,122900.0,1193.0
8156,-118.11,33.82,218200.0,836.0
409,-122.28,37.9,397000.0,658.0
19300,-122.83,38.39,260300.0,868.0
9358,-122.54,37.95,435700.0,971.0
8379,-118.35,33.95,164000.0,781.0
18620,-122.03,37.0,440500.0,816.0
2519,-122.18,39.7,85400.0,836.0
13827,-117.2,34.48,101900.0,2764.0
9143,-117.96,34.48,159400.0,806.0
10129,-117.89,33.92,190300.0,1381.0
2457,-119.65,36.51,100000.0,966.0
7223,-118.16,34.02,139600.0,1962.0
4045,-118.49,34.14,500001.0,1190.0
18609,-122.04,37.12,154500.0,686.0
4189,-118.21,34.12,170500.0,1523.0
12055,-117.57,33.88,110600.0,769.0
9861,-121.86,36.6,191200.0,633.0
6206,-117.9,34.06,287200.0,599.0
14975,-116.99,32.7,150100.0,2629.0
10279,-117.82,33.89,238300.0,1050.0
4199,-118.24,34.12,154200.0,125.0
17577,-121.94,37.31,280500.0,858.0
7809,-118.1,33.9,161900.0,768.0
19239,-122.63,38.5,265600.0,874.0
14766,-117.1,32.58,122700.0,330.0
866,-122.04,37.57,231200.0,3436.0
16071,-122.49,37.75,319100.0,979.0
11290,-117.93,33.78,231300.0,1018.0
17854,-121.89,37.46,500001.0,705.0
12514,-121.45,38.56,121200.0,452.0
3525,-118.51,34.27,222500.0,1966.0
993,-121.72,37.7,450000.0,729.0
5117,-118.28,33.96,102100.0,1913.0
6162,-117.94,34.08,201200.0,1269.0
12701,-121.41,38.6,104200.0,2523.0
4345,-118.37,34.12,500001.0,843.0
17376,-120.42,34.96,132000.0,1246.0
4194,-118.23,34.12,221100.0,1413.0
9098,-118.4,34.7,151600.0,2164.0
9887,-122.29,38.3,146900.0,315.0
14518,-117.13,32.91,151200.0,1825.0
3615,-118.44,34.26,165100.0,949.0
8010,-118.12,33.86,213600.0,972.0
4400,-118.28,34.08,213500.0,1934.0
4034,-118.56,34.17,500001.0,1244.0
1632,-122.17,37.87,438000.0,472.0
17788,-121.83,37.36,183800.0,3508.0
15637,-122.41,37.8,350000.0,1785.0
9674,-118.74,37.58,159300.0,1085.0
14980,-117.01,32.71,129100.0,1977.0
2450,-119.55,36.51,76600.0,971.0
14352,-117.22,32.75,225000.0,2147.0
3826,-118.45,34.2,230800.0,2099.0
11040,-117.81,33.81,431800.0,1404.0
8350,-118.32,33.96,191000.0,721.0
326,-122.19,37.73,84700.0,801.0
8242,-118.18,33.78,152500.0,1712.0
12795,-121.46,38.63,67600.0,2444.0
7877,-118.15,33.87,198200.0,1747.0
5716,-118.23,34.2,306300.0,807.0
9511,-123.22,39.15,122100.0,504.0
12998,-121.25,38.68,276100.0,267.0
13762,-117.09,34.07,103000.0,3132.0
18104,-122.03,37.31,409100.0,1132.0
4540,-118.2,34.03,135200.0,813.0
9586,-120.47,37.32,121600.0,2024.0
7752,-118.15,33.92,182800.0,646.0
17681,-121.87,37.29,228000.0,974.0
16357,-121.31,38.03,110000.0,3036.0
13818,-117.11,34.43,111200.0,1349.0
2981,-119.02,35.33,84700.0,2072.0
18148,-122.04,37.34,447300.0,704.0
13129,-121.31,38.26,88300.0,1005.0
322,-122.19,37.74,87100.0,567.0
17519,-121.91,37.33,187500.0,366.0
7780,-118.08,33.91,146900.0,1200.0
19484,-120.98,37.65,103100.0,432.0
1554,-121.98,37.8,343700.0,1027.0
383,-122.16,37.74,98200.0,533.0
8396,-118.37,33.95,262500.0,1376.0
18806,-121.55,40.48,77400.0,805.0
1768,-122.34,37.95,135100.0,1041.0
12221,-117.02,33.71,134700.0,3062.0
15247,-117.26,32.99,231300.0,1532.0
6258,-117.96,34.05,158600.0,1149.0
13072,-121.31,38.57,101600.0,733.0
19015,-121.97,38.35,122000.0,3182.0
10323,-117.78,33.81,380000.0,826.0
9975,-122.45,38.58,189400.0,1324.0
17329,-120.11,34.62,440000.0,959.0
3002,-119.01,35.32,70000.0,2717.0
2546,-124.19,40.78,70000.0,640.0
8972,-118.41,34.01,333500.0,961.0
14110,-117.12,32.75,101800.0,1869.0
4605,-118.33,34.07,500001.0,813.0
4371,-118.28,34.11,360500.0,787.0
12933,-121.23,38.66,169500.0,1334.0
7139,-118.12,34.02,205600.0,1105.0
6490,-118.01,34.1,166300.0,1375.0
13094,-121.36,38.56,32500.0,667.0
17741,-121.74,37.3,362700.0,985.0
5610,-118.26,33.78,174500.0,1723.0
6216,-117.92,34.06,197600.0,1718.0
9191,-118.38,34.3,183000.0,903.0
3844,-118.45,34.18,158300.0,3350.0
1355,-121.92,38.03,100200.0,1410.0
2583,-124.09,40.87,87500.0,398.0
8944,-118.47,34.01,461100.0,393.0
14560,-117.22,32.83,190200.0,1924.0
12929,-121.21,38.66,232300.0,2829.0
16045,-122.45,37.71,221600.0,1382.0
15249,-117.26,32.98,226900.0,1690.0
3509,-118.46,34.25,224200.0,1135.0
5076,-118.32,33.98,119800.0,1052.0
12630,-121.5,38.49,78200.0,2317.0
7425,-118.21,33.95,165100.0,1726.0
2214,-119.85,36.84,213900.0,840.0
2326,-119.71,36.81,69700.0,1034.0
4977,-118.29,34.0,105800.0,1165.0
16183,-121.29,37.96,75000.0,154.0
9213,-120.25,37.04,91700.0,1006.0
10157,-117.97,33.91,269500.0,3853.0
2319,-119.7,36.82,68200.0,1482.0
15426,-117.28,33.19,165800.0,1633.0
9172,-118.59,34.47,154600.0,8733.0
8626,-118.39,33.88,472700.0,843.0
18103,-122.04,37.3,345900.0,1076.0
10337,-117.81,33.8,230700.0,1666.0
4634,-118.3,34.07,300000.0,5840.0
14961,-116.92,32.76,249400.0,862.0
15977,-122.46,37.77,435700.0,799.0
16301,-121.36,38.0,225800.0,1562.0
4546,-118.2,34.02,175000.0,35.0
6631,-118.16,34.16,178400.0,925.0
18236,-122.1,37.4,276000.0,1009.0
20115,-120.42,37.98,115900.0,1335.0
9194,-119.51,37.32,214300.0,88.0
3350,-120.77,40.65,118300.0,280.0
4252,-118.36,34.1,500001.0,423.0
15341,-117.28,33.2,152100.0,2983.0
9876,-121.85,36.6,140400.0,1890.0
15378,-117.24,33.36,222600.0,1250.0
17150,-122.2,37.43,444500.0,1050.0
16891,-122.37,37.59,500000.0,963.0
16466,-121.29,38.1,163300.0,785.0
14418,-117.24,32.79,193800.0,508.0
2505,-120.44,36.84,90500.0,883.0
31,-122.28,37.84,115200.0,1168.0
14858,-117.08,32.65,147000.0,1487.0
11622,-118.04,33.82,273900.0,2072.0
7854,-118.16,33.89,190900.0,599.0
20510,-121.54,38.59,74800.0,1481.0
15652,-122.41,37.8,500001.0,3260.0
5043,-118.33,33.98,118500.0,2739.0
10574,-117.7,33.72,500001.0,125.0
20192,-119.21,34.26,55000.0,326.0
16296,-121.22,37.97,58400.0,1121.0
12522,-121.47,38.56,95800.0,874.0
4896,-118.24,34.01,99200.0,2098.0
20303,-119.18,34.16,167400.0,405.0
13993,-116.99,34.89,70500.0,1551.0
2714,-115.55,32.82,67500.0,1013.0
12571,-121.44,38.54,75700.0,1308.0
6478,-118.04,34.09,183000.0,1461.0
4044,-118.49,34.15,500001.0,1010.0
2641,-124.09,40.55,97300.0,1370.0
16434,-121.23,38.09,230000.0,236.0
14311,-117.14,32.71,82900.0,2176.0
3248,-119.82,36.19,52200.0,694.0
247,-122.22,37.77,114800.0,547.0
2346,-119.69,36.81,88000.0,1634.0
14704,-117.07,32.81,224200.0,778.0
7353,-118.15,33.96,150000.0,1482.0
12371,-116.42,33.76,341700.0,2524.0
655,-122.14,37.71,181700.0,1364.0
10991,-117.81,33.73,140600.0,2334.0
19731,-122.1,40.05,72700.0,305.0
6695,-118.09,34.15,210900.0,749.0
11733,-120.83,39.02,97700.0,551.0
10030,-121.06,39.22,109700.0,837.0
8255,-118.17,33.77,165600.0,984.0
11081,-117.84,33.8,230600.0,843.0
6599,-118.16,34.17,163800.0,703.0
2752,-115.4,32.7,95800.0,531.0
18771,-122.29,40.44,48100.0,840.0
2026,-119.76,36.71,44400.0,1530.0
17853,-121.88,37.44,237900.0,910.0
928,-122.03,37.55,284800.0,4319.0
19206,-122.72,38.47,164800.0,990.0
10274,-117.88,33.85,200000.0,2726.0
3295,-122.52,38.99,77800.0,337.0
6087,-117.88,34.09,186000.0,2223.0
7026,-118.09,33.96,169700.0,2593.0
14340,-117.16,32.74,418800.0,601.0
3142,-118.15,35.06,73300.0,569.0
14314,-117.14,32.7,87000.0,1132.0
3643,-118.46,34.22,168200.0,998.0
12008,-117.55,33.93,154300.0,2725.0
17865,-121.89,37.42,225000.0,52.0
18136,-122.0,37.35,333000.0,2059.0
12735,-121.34,38.59,225900.0,1132.0
12076,-117.6,33.87,138100.0,3823.0
11921,-117.41,33.96,112700.0,1272.0
115,-122.25,37.83,231600.0,534.0
6769,-118.15,34.1,419100.0,1927.0
3821,-118.48,34.19,221100.0,3809.0
6517,-118.01,34.06,155400.0,455.0
1968,-120.7,38.69,151700.0,2093.0
15964,-122.44,37.71,248900.0,895.0
11823,-121.04,38.95,153200.0,1009.0
18979,-122.02,38.25,126500.0,1255.0
12911,-121.31,38.62,240000.0,1121.0
17502,-121.89,37.36,186100.0,1075.0
17199,-119.78,34.48,500001.0,1007.0
6844,-118.12,34.06,181600.0,4945.0
18192,-122.0,37.37,178100.0,804.0
2408,-119.44,36.6,69200.0,2505.0
12579,-121.41,38.52,66800.0,2529.0
4048,-118.53,34.14,500001.0,2515.0
18239,-122.1,37.4,181300.0,367.0
5685,-118.23,34.24,396400.0,1695.0
9938,-122.24,38.25,187500.0,91.0
16787,-122.47,37.66,297900.0,3226.0
10746,-117.88,33.63,345400.0,3162.0
9728,-121.65,36.85,245100.0,1361.0
13453,-117.41,34.11,105500.0,2602.0
2585,-124.08,40.87,101100.0,990.0
6650,-118.13,34.15,141700.0,579.0
18021,-121.96,37.24,430900.0,1208.0
16107,-122.5,37.75,286300.0,872.0
12053,-117.56,33.88,113000.0,1052.0
14372,-117.24,32.72,466700.0,1175.0
11129,-117.94,33.85,168600.0,1550.0
17035,-122.26,37.5,360500.0,393.0
1572,-122.0,37.82,256400.0,926.0
3011,-118.93,34.82,113900.0,323.0
5047,-118.36,34.01,350400.0,1214.0
5866,-118.35,34.19,209100.0,557.0
10901,-117.83,33.74,131500.0,958.0
9955,-122.18,38.35,216700.0,175.0
12181,-117.27,33.77,101300.0,1859.0
19088,-122.54,38.36,202800.0,1167.0
16577,-121.43,37.75,117600.0,699.0
16931,-122.31,37.57,292600.0,1603.0
5352,-118.4,34.04,500001.0,420.0
19466,-120.97,37.68,130300.0,1302.0
2386,-119.49,37.1,92400.0,1564.0
4974,-118.28,34.0,112500.0,890.0
10902,-117.86,33.75,154200.0,207.0
12517,-121.46,38.56,104000.0,479.0
19145,-122.71,38.34,121600.0,699.0
1611,-122.07,37.86,206300.0,317.0
2043,-119.69,36.71,108300.0,249.0
20419,-118.85,34.19,349400.0,967.0
1147,-121.19,39.55,83300.0,481.0
3978,-118.61,34.2,245800.0,794.0
19249,-122.74,38.46,91500.0,1311.0
4049,-118.54,34.15,500001.0,3599.0
8935,-118.5,33.99,500001.0,1268.0
5971,-117.79,34.1,190500.0,1024.0
16588,-121.43,37.74,108300.0,589.0
12326,-116.52,33.97,89600.0,1902.0
18078,-122.01,37.27,500001.0,1415.0
16218,-121.34,37.97,94600.0,1203.0
4548,-118.21,34.02,67500.0,55.0
1346,-121.9,38.0,177500.0,1288.0
5702,-118.25,34.23,261300.0,967.0
12220,-117.32,33.51,500001.0,311.0
15481,-117.14,33.15,168400.0,702.0
18028,-121.94,37.24,245300.0,664.0
18622,-122.02,37.09,240000.0,682.0
16491,-121.05,37.93,156500.0,1649.0
15238,-117.3,32.96,500001.0,380.0
10208,-117.91,33.88,235600.0,784.0
7808,-118.1,33.89,185600.0,1483.0
4609,-118.29,34.08,316700.0,987.0
11843,-120.93,39.96,118800.0,816.0
9966,-122.4,38.46,248500.0,1099.0
11289,-117.94,33.79,236500.0,1902.0
12557,-121.47,38.55,94600.0,561.0
6925,-118.07,34.01,176800.0,1025.0
14503,-117.21,32.86,148600.0,1267.0
9859,-121.86,36.6,195300.0,762.0
7649,-118.27,33.8,215900.0,3287.0
4547,-118.2,34.02,126600.0,548.0
4343,-118.29,34.08,173900.0,2635.0
15289,-117.29,33.13,183000.0,224.0
2141,-119.75,36.78,74300.0,474.0
11103,-117.88,33.85,224700.0,588.0
2458,-119.59,36.52,101600.0,674.0
17020,-122.3,37.51,391000.0,1156.0
7717,-118.13,33.94,265000.0,373.0
18380,-121.86,37.21,500001.0,916.0
17731,-121.81,37.3,186500.0,1214.0
13909,-116.4,34.12,78000.0,2524.0
2684,-115.55,32.98,80800.0,1447.0
3396,-118.31,34.26,189600.0,1124.0
3511,-118.47,34.26,199200.0,650.0
16631,-120.84,35.32,189600.0,1279.0
265,-122.19,37.78,160000.0,469.0
10612,-117.79,33.68,375300.0,1002.0
1475,-122.03,37.97,166700.0,2629.0
3965,-118.56,34.19,215600.0,1246.0
18687,-121.79,37.03,228600.0,544.0
16718,-120.66,35.49,171300.0,2307.0
16006,-122.46,37.74,431000.0,707.0
7901,-118.04,33.87,275100.0,2794.0
17469,-119.85,34.44,276800.0,1173.0
3230,-119.61,36.31,46300.0,1460.0
